Date,Heure,Humidite
22-04-2024,11:15:06,21.3
22-04-2024,11:15:12,21.3
22-04-2024,11:15:17,21.3
22-04-2024,11:15:23,21.3
22-04-2024,11:15:28,21.3
22-04-2024,11:15:33,21.3
22-04-2024,11:15:39,21.3
22-04-2024,11:15:44,21.3
22-04-2024,11:15:50,21.3
22-04-2024,11:15:55,21.3
22-04-2024,11:16:00,21.3
22-04-2024,11:16:06,21.3
22-04-2024,11:16:11,21.3
22-04-2024,11:16:16,21.3
22-04-2024,11:16:22,21.3
22-04-2024,11:16:27,21.3
22-04-2024,11:16:33,21.3
22-04-2024,11:16:38,21.3
22-04-2024,11:16:43,21.3
22-04-2024,11:16:49,21.3
22-04-2024,11:16:55,21.3
22-04-2024,11:17:00,21.3
22-04-2024,11:17:05,21.3
22-04-2024,11:17:11,21.3
22-04-2024,11:17:16,21.3
22-04-2024,11:17:21,21.3
22-04-2024,11:17:27,21.3
22-04-2024,11:17:45,21.3
22-04-2024,11:17:51,21.3
22-04-2024,11:17:56,21.3
25-04-2024,08:23:21,42.3
25-04-2024,08:23:27,42.2
25-04-2024,08:23:32,42.2
25-04-2024,08:23:37,42.1
25-04-2024,08:23:43,42.1
25-04-2024,08:23:48,42.1
25-04-2024,08:23:54,42.0
25-04-2024,08:23:59,42.0
25-04-2024,08:24:05,42.0
25-04-2024,08:24:10,42.0
25-04-2024,08:24:15,41.9
25-04-2024,08:24:21,41.9
25-04-2024,08:24:26,42.1
25-04-2024,08:24:32,42.1
25-04-2024,08:24:37,42.1
25-04-2024,08:24:43,42.1
25-04-2024,08:24:48,42.1
25-04-2024,08:24:53,42.1
25-04-2024,08:24:59,42.1
25-04-2024,08:25:04,42.1
25-04-2024,08:25:10,42.1
25-04-2024,08:25:16,42.0
25-04-2024,08:25:21,42.0
25-04-2024,08:25:26,42.0
25-04-2024,08:25:32,42.0
25-04-2024,08:25:37,42.0
25-04-2024,08:25:43,42.1
25-04-2024,08:25:48,42.0
25-04-2024,08:25:54,42.1
25-04-2024,08:25:59,42.1
25-04-2024,08:26:04,42.1
25-04-2024,08:26:10,41.9
25-04-2024,08:26:15,41.9
25-04-2024,08:26:21,41.9
25-04-2024,08:26:26,41.8
25-04-2024,08:26:32,41.8
25-04-2024,08:26:37,41.8
25-04-2024,08:26:42,41.7
25-04-2024,08:26:48,41.7
25-04-2024,08:26:53,41.7
25-04-2024,08:26:59,41.7
25-04-2024,08:27:04,41.6
25-04-2024,08:27:10,41.5
25-04-2024,08:27:15,41.5
25-04-2024,08:28:37,40.3
25-04-2024,08:28:43,40.2
25-04-2024,08:28:48,40.2
25-04-2024,08:28:53,40.1
25-04-2024,08:28:59,40.1
25-04-2024,08:29:04,40.0
25-04-2024,08:29:10,40.0
25-04-2024,08:29:15,40.0
25-04-2024,08:29:21,40.0
25-04-2024,08:29:26,40.0
25-04-2024,08:29:32,40.0
25-04-2024,08:29:37,40.0
25-04-2024,08:29:43,40.0
25-04-2024,08:34:07,39.1
25-04-2024,08:34:13,39.0
25-04-2024,08:34:18,38.8
25-04-2024,08:34:23,38.7
25-04-2024,08:34:29,38.5
25-04-2024,08:34:34,38.3
25-04-2024,08:34:40,38.2
25-04-2024,08:34:45,38.1
25-04-2024,08:34:50,38.0
25-04-2024,08:35:13,37.7
25-04-2024,08:35:19,37.6
25-04-2024,08:35:24,37.7
25-04-2024,08:35:30,37.6
25-04-2024,08:35:35,37.5
25-04-2024,08:35:41,37.4
25-04-2024,08:35:46,37.3
25-04-2024,08:35:51,37.2
25-04-2024,08:35:57,37.2
25-04-2024,08:36:02,37.2
25-04-2024,08:36:08,37.3
25-04-2024,08:36:13,37.4
25-04-2024,08:36:19,37.4
25-04-2024,08:36:24,37.4
25-04-2024,08:36:30,37.4
25-04-2024,08:36:46,37.4
25-04-2024,08:36:51,37.3
25-04-2024,08:36:57,37.2
25-04-2024,08:37:03,37.2
25-04-2024,08:37:08,37.2
25-04-2024,08:37:14,37.2
25-04-2024,08:37:19,37.1
25-04-2024,08:37:25,37.1
25-04-2024,08:37:30,37.2
25-04-2024,08:37:36,37.2
25-04-2024,08:37:41,37.2
25-04-2024,08:37:46,37.3
25-04-2024,08:37:52,37.3
25-04-2024,08:37:57,37.3
25-04-2024,08:38:03,37.3
25-04-2024,08:38:08,37.3
25-04-2024,08:38:14,37.3
25-04-2024,08:38:19,37.2
25-04-2024,08:38:25,37.2
25-04-2024,08:38:30,37.2
25-04-2024,08:38:36,37.1
25-04-2024,08:38:41,37.1
25-04-2024,08:38:47,37.0
25-04-2024,08:38:52,37.0
25-04-2024,08:38:58,37.0
25-04-2024,08:41:20,37.7
25-04-2024,08:41:26,37.8
25-04-2024,08:41:31,37.6
25-04-2024,08:41:37,37.5
25-04-2024,08:41:42,37.3
25-04-2024,08:41:48,37.2
25-04-2024,08:42:48,36.3
25-04-2024,08:42:53,36.2
25-04-2024,08:42:59,36.2
25-04-2024,08:43:04,36.1
25-04-2024,08:43:10,36.0
25-04-2024,08:43:16,36.0
25-04-2024,08:44:23,35.7
25-04-2024,08:44:28,35.7
25-04-2024,08:44:34,35.6
25-04-2024,08:44:39,35.6
25-04-2024,08:44:45,35.6
25-04-2024,08:44:50,35.6
25-04-2024,08:45:28,35.8
25-04-2024,08:45:33,35.8
25-04-2024,08:45:39,35.8
25-04-2024,08:45:44,35.7
25-04-2024,08:45:50,35.7
25-04-2024,08:45:55,35.7
25-04-2024,08:46:01,35.6
25-04-2024,08:46:06,35.6
25-04-2024,08:46:12,35.6
25-04-2024,08:46:17,35.6
25-04-2024,08:46:23,35.6
25-04-2024,08:46:28,35.6
25-04-2024,08:47:43,35.6
25-04-2024,08:47:48,35.6
25-04-2024,08:47:54,35.6
25-04-2024,08:47:59,35.6
25-04-2024,08:48:05,35.5
25-04-2024,08:48:10,35.5
25-04-2024,08:48:15,35.5
25-04-2024,08:48:21,35.4
25-04-2024,08:48:26,35.4
25-04-2024,08:48:31,35.5
25-04-2024,08:48:37,35.5
25-04-2024,08:48:43,35.5
25-04-2024,08:48:48,35.5
25-04-2024,08:48:53,35.5
25-04-2024,08:48:59,35.5
25-04-2024,08:49:04,35.5
25-04-2024,08:49:09,35.5
25-04-2024,08:49:15,35.4
25-04-2024,08:49:20,35.4
25-04-2024,08:49:26,35.3
25-04-2024,08:49:41,35.2
25-04-2024,08:49:46,35.2
25-04-2024,08:49:51,35.1
25-04-2024,08:49:57,35.1
25-04-2024,08:50:02,35.1
25-04-2024,08:50:08,35.1
25-04-2024,08:50:13,35.1
25-04-2024,08:50:18,35.0
25-04-2024,08:50:24,35.0
25-04-2024,08:50:29,35.0
25-04-2024,08:50:35,35.2
25-04-2024,08:50:40,35.3
25-04-2024,08:50:45,35.3
25-04-2024,08:50:51,35.4
25-04-2024,08:50:56,35.5
25-04-2024,08:51:02,35.6
25-04-2024,08:51:12,35.7
25-04-2024,08:51:17,35.7
25-04-2024,08:51:23,35.7
25-04-2024,08:51:28,35.6
25-04-2024,08:51:33,35.6
25-04-2024,08:51:39,35.6
25-04-2024,08:51:44,35.5
25-04-2024,08:51:50,35.5
25-04-2024,08:51:55,35.5
25-04-2024,08:52:01,35.5
25-04-2024,08:52:06,35.5
25-04-2024,08:52:12,35.5
25-04-2024,08:52:17,35.7
25-04-2024,08:52:23,35.8
25-04-2024,08:52:28,35.8
25-04-2024,08:52:33,35.8
25-04-2024,08:52:39,35.8
25-04-2024,08:52:47,36.0
25-04-2024,08:52:52,36.0
25-04-2024,08:52:58,36.0
25-04-2024,08:53:03,36.0
25-04-2024,08:53:09,36.0
25-04-2024,08:53:14,36.0
25-04-2024,08:53:20,36.0
25-04-2024,08:53:25,36.0
25-04-2024,08:53:30,36.0
25-04-2024,08:53:36,36.1
25-04-2024,08:53:41,36.1
25-04-2024,08:53:47,36.1
25-04-2024,08:53:52,36.1
25-04-2024,08:53:58,36.1
25-04-2024,08:54:03,36.2
25-04-2024,08:54:09,36.2
25-04-2024,08:54:14,36.0
25-04-2024,08:54:19,36.1
25-04-2024,08:54:25,36.1
25-04-2024,08:54:30,36.4
25-04-2024,08:54:36,36.8
25-04-2024,08:54:41,36.9
25-04-2024,08:54:47,37.1
25-04-2024,08:54:52,37.2
25-04-2024,08:54:58,37.4
25-04-2024,08:55:05,37.4
25-04-2024,08:55:11,37.4
25-04-2024,08:55:16,37.3
25-04-2024,08:55:21,37.2
25-04-2024,08:55:27,37.2
25-04-2024,08:55:32,37.1
25-04-2024,08:55:38,37.1
25-04-2024,08:55:43,37.1
25-04-2024,08:55:49,37.1
25-04-2024,08:55:54,37.1
25-04-2024,08:56:00,37.1
25-04-2024,08:56:05,37.1
25-04-2024,08:56:11,37.1
25-04-2024,08:56:16,37.1
25-04-2024,08:56:21,37.1
25-04-2024,08:56:27,37.4
25-04-2024,08:56:32,37.5
25-04-2024,08:56:38,37.7
25-04-2024,08:56:43,37.7
25-04-2024,08:56:49,37.7
25-04-2024,08:56:54,37.7
25-04-2024,08:57:00,37.7
25-04-2024,08:57:05,37.7
25-04-2024,08:57:11,37.7
25-04-2024,08:57:16,37.8
25-04-2024,08:57:22,38.2
25-04-2024,08:57:27,38.5
25-04-2024,08:57:33,38.6
25-04-2024,08:57:38,38.7
25-04-2024,08:57:44,38.7
25-04-2024,08:57:49,38.8
25-04-2024,08:58:20,38.1
25-04-2024,08:58:30,38.4
25-04-2024,08:58:36,38.3
25-04-2024,08:58:41,38.2
25-04-2024,08:58:47,38.2
25-04-2024,08:58:52,38.1
25-04-2024,08:58:58,38.0
25-04-2024,08:59:03,37.9
25-04-2024,08:59:09,37.8
25-04-2024,08:59:14,37.8
25-04-2024,08:59:20,37.8
25-04-2024,08:59:25,37.7
25-04-2024,08:59:31,37.7
25-04-2024,08:59:36,37.7
25-04-2024,08:59:42,37.6
25-04-2024,08:59:47,37.5
25-04-2024,08:59:53,37.5
25-04-2024,08:59:58,37.4
25-04-2024,09:00:04,37.4
25-04-2024,09:00:09,37.3
25-04-2024,09:00:15,37.3
25-04-2024,09:00:20,37.2
25-04-2024,09:00:26,37.2
25-04-2024,09:00:31,37.2
25-04-2024,09:00:37,37.2
25-04-2024,09:00:42,37.2
25-04-2024,09:00:48,37.1
25-04-2024,09:00:53,36.9
25-04-2024,09:08:26,40.3
25-04-2024,09:08:31,40.5
25-04-2024,09:08:37,40.5
25-04-2024,09:08:42,40.5
25-04-2024,09:08:48,40.4
25-04-2024,09:08:53,40.4
25-04-2024,09:08:59,40.3
25-04-2024,09:09:04,40.3
25-04-2024,09:09:10,40.3
25-04-2024,09:09:15,40.3
25-04-2024,09:09:21,40.3
25-04-2024,09:09:26,40.4
25-04-2024,09:09:50,40.6
25-04-2024,09:09:55,40.6
25-04-2024,09:10:01,40.6
25-04-2024,09:10:06,40.6
25-04-2024,09:10:12,40.6
25-04-2024,09:10:17,40.5
25-04-2024,09:10:23,40.5
25-04-2024,09:10:28,40.5
25-04-2024,09:10:34,40.5
25-04-2024,09:10:39,40.5
25-04-2024,09:10:45,40.5
25-04-2024,09:10:50,40.5
25-04-2024,09:10:56,40.5
25-04-2024,09:11:01,40.5
25-04-2024,09:11:06,40.7
25-04-2024,09:11:12,40.7
25-04-2024,09:11:17,40.7
25-04-2024,09:11:23,40.7
25-04-2024,09:11:28,40.7
25-04-2024,09:11:33,40.7
25-04-2024,09:11:39,40.7
25-04-2024,09:11:45,40.7
25-04-2024,09:11:50,40.7
25-04-2024,09:11:55,40.7
25-04-2024,09:12:01,40.7
25-04-2024,09:12:06,40.7
25-04-2024,09:12:12,40.7
25-04-2024,09:12:17,40.7
25-04-2024,09:12:22,40.7
25-04-2024,09:12:28,40.7
25-04-2024,09:21:30,41.4
25-04-2024,09:21:35,41.4
25-04-2024,09:21:41,41.4
25-04-2024,09:21:46,41.4
25-04-2024,09:21:52,41.4
25-04-2024,09:21:57,41.4
25-04-2024,09:22:02,41.4
25-04-2024,09:22:08,41.4
25-04-2024,09:22:13,41.4
25-04-2024,09:22:19,41.4
25-04-2024,09:22:24,41.4
25-04-2024,09:27:11,41.4
25-04-2024,09:27:17,41.6
25-04-2024,09:27:22,41.7
25-04-2024,09:27:28,41.6
25-04-2024,09:27:33,41.5
25-04-2024,09:27:39,41.5
25-04-2024,09:27:44,41.4
25-04-2024,09:27:49,41.4
25-04-2024,09:27:55,41.4
25-04-2024,09:30:43,41.5
25-04-2024,09:30:49,41.4
25-04-2024,09:30:54,41.4
25-04-2024,09:31:00,41.5
25-04-2024,09:31:05,41.6
25-04-2024,09:31:11,41.6
25-04-2024,09:31:16,41.5
25-04-2024,09:31:21,41.5
25-04-2024,09:31:27,41.5
25-04-2024,09:31:32,41.4
26-04-2024,08:23:20,48.9
26-04-2024,08:23:25,48.9
26-04-2024,08:23:31,48.8
26-04-2024,08:23:36,48.7
26-04-2024,08:23:42,48.5
26-04-2024,08:23:47,48.3
26-04-2024,08:23:52,48.2
26-04-2024,08:23:58,48.3
26-04-2024,08:24:03,48.3
26-04-2024,08:24:09,48.2
26-04-2024,08:31:32,44.5
26-04-2024,08:31:37,44.4
26-04-2024,08:31:43,44.4
26-04-2024,08:31:48,44.3
26-04-2024,08:31:54,44.3
26-04-2024,08:31:59,44.3
26-04-2024,08:32:05,44.2
26-04-2024,08:32:11,44.2
26-04-2024,08:32:16,44.2
26-04-2024,08:32:22,44.2
26-04-2024,08:33:18,44.1
26-04-2024,08:33:24,44.0
26-04-2024,08:33:30,43.9
26-04-2024,08:33:35,43.9
26-04-2024,08:33:41,43.8
26-04-2024,08:33:46,43.8
26-04-2024,08:33:52,43.8
26-04-2024,08:33:57,43.8
26-04-2024,08:34:03,43.8
26-04-2024,08:34:08,43.8
09-05-2024,10:51:46,14.60
09-05-2024,10:52:24,14.70
09-05-2024,10:53:25,13.90
09-05-2024,10:58:45,13.50
09-05-2024,10:58:56,13.90
09-05-2024,10:59:04,13.40
09-05-2024,10:59:15,
09-05-2024,10:59:23,
09-05-2024,10:59:36,14.40
09-05-2024,10:59:44,14.40
09-05-2024,11:01:10,13.40
